order,close_time,cmd,symbol,true_volume,open_price,close_price,storage,commission,true_profit
131008033,2025-02-17 07:21:54,SELL,EURUSD.pro,0.003373,1.04953,1.04902,0,0,0.17
131013542,2025-02-17 09:40:10,SELL,EURUSD.pro,0.003373,1.04913,1.04862,0,0,0.17
131016404,2025-02-17 10:03:22,SELL,EURUSD.pro,0.003374,1.04824,1.04772,0,0,0.18
131017967,2025-02-17 10:32:13,SELL,EURUSD.pro,0.003374,1.04765,1.04717,0,0,0.16
131020211,2025-02-17 11:39:49,SELL,EURUSD.pro,0.003374,1.04736,1.04726,0,0,0.03
131021345,2025-02-17 11:39:49,SELL,EURUSD.pro,0.006748,1.04797,1.04727,0,0,0.47
131023099,2025-02-17 13:34:41,SELL,EURUSD.pro,0.003374,1.04826,1.04809,0,0,0.06
131024543,2025-02-17 13:34:42,SELL,EURUSD.pro,0.006748,1.04877,1.04809,0,0,0.46
130999782,2025-02-17 23:09:41,BUY,EURUSD.pro,0.003373,1.05058,1.04829,0,0,-0.77
131000630,2025-02-17 23:09:42,BUY,EURUSD.pro,0.006748,1.05007,1.04829,0,0,-1.2
131003522,2025-02-17 23:09:42,BUY,EURUSD.pro,0.010121,1.04958,1.04822,0,0,-1.38
131005622,2025-02-17 23:09:43,BUY,EURUSD.pro,0.013495,1.04909,1.04823,0,0,-1.16
131010239,2025-02-17 23:09:44,BUY,EURUSD.pro,0.016869,1.04859,1.0482099999999999,0,0,-0.64
131016812,2025-02-17 23:09:44,BUY,EURUSD.pro,0.020244,1.04793,1.04822,0,0,0.59
131018565,2025-02-17 23:09:45,BUY,EURUSD.pro,0.023617,1.0473999999999999,1.04822,0,0,1.94
131029130,2025-02-17 23:09:46,BUY,EURUSD.pro,0.026991,1.0469199999999999,1.04822,0,0,3.51
131042523,2025-02-18 03:12:55,SELL,EURUSD.pro,0.003314,1.04764,1.04714,0,0,0.17
131043687,2025-02-18 03:28:17,SELL,EURUSD.pro,0.003314,1.04713,1.04663,0,0,0.17
131047389,2025-02-18 05:56:00,SELL,EURUSD.pro,0.003314,1.04678,1.04625,0,0,0.18
131055221,2025-02-18 10:11:13,SELL,EURUSD.pro,0.003284,1.0456,1.04585,0,0,-0.08
131059620,2025-02-18 10:11:14,SELL,EURUSD.pro,0.006569,1.04613,1.04581,0,0,0.21
131061156,2025-02-18 10:11:14,SELL,EURUSD.pro,0.009854,1.0466600000000001,1.04582,0,0,0.83
131065982,2025-02-18 10:52:25,SELL,EURUSD.pro,0.003278,1.04661,1.04611,0,0,0.16
131069121,2025-02-18 14:15:31,SELL,EURUSD.pro,0.003278,1.0458,1.04567,0,0,0.04
131070108,2025-02-18 14:15:31,SELL,EURUSD.pro,0.006557,1.04636,1.04567,0,0,0.45
131041706,2025-02-18 17:57:30,BUY,EURUSD.pro,0.003314,1.04855,1.0463,0,0,-0.75
131042032,2025-02-18 17:57:30,BUY,EURUSD.pro,0.006629,1.04802,1.04631,0,0,-1.13
131043042,2025-02-18 17:57:31,BUY,EURUSD.pro,0.009945,1.0475,1.0463,0,0,-1.19
131044149,2025-02-18 17:57:32,BUY,EURUSD.pro,0.013259,1.04701,1.0462900000000002,0,0,-0.95
131044917,2025-02-18 17:57:32,BUY,EURUSD.pro,0.016573,1.04657,1.04631,0,0,-0.43
131052608,2025-02-18 17:57:33,BUY,EURUSD.pro,0.01973,1.04605,1.04631,0,0,0.51
131055789,2025-02-18 17:57:34,BUY,EURUSD.pro,0.022993,1.0455400000000001,1.04631,0,0,1.77
131077078,2025-02-18 17:57:34,BUY,EURUSD.pro,0.026226,1.04477,1.0463399999999998,0,0,4.12
131081071,2025-02-18 17:57:35,BUY,EURUSD.pro,0.029505,1.04426,1.04634,0,0,6.14
131106127,2025-02-19 03:07:51,SELL,EURUSD.pro,0.003221,1.04473,1.04422,0,0,0.16
131107990,2025-02-19 03:45:57,SELL,EURUSD.pro,0.003221,1.04466,1.0442,0,0,0.15
131105735,2025-02-19 04:32:27,BUY,EURUSD.pro,0.003221,1.04459,1.0451,0,0,0.16
131111402,2025-02-19 08:06:25,BUY,EURUSD.pro,0.00322,1.0452,1.04571,0,0,0.16
131110021,2025-02-19 09:34:15,SELL,EURUSD.pro,0.00322,1.04482,1.04506,0,0,-0.08
131115119,2025-02-19 09:34:15,SELL,EURUSD.pro,0.006441,1.04533,1.04505,0,0,0.18
131118023,2025-02-19 09:34:16,SELL,EURUSD.pro,0.009661,1.0459399999999999,1.04507,0,0,0.84
131123157,2025-02-19 10:50:18,SELL,EURUSD.pro,0.00322,1.04502,1.04451,0,0,0.16
131129301,2025-02-19 11:41:00,SELL,EURUSD.pro,0.003216,1.04415,1.04365,0,0,0.16
131131755,2025-02-19 12:10:53,SELL,EURUSD.pro,0.003216,1.043,1.0425,0,0,0.16
131134119,2025-02-19 12:48:28,SELL,EURUSD.pro,0.003216,1.04254,1.04192,0,0,0.2
131117403,2025-02-19 17:31:17,BUY,EURUSD.pro,0.00322,1.04583,1.04397,0,0,-0.6
131121701,2025-02-19 17:31:17,BUY,EURUSD.pro,0.006441,1.04539,1.04386,0,0,-0.99
131124017,2025-02-19 17:31:18,BUY,EURUSD.pro,0.009661,1.04487,1.0436400000000001,0,0,-1.19
131126039,2025-02-19 17:31:19,BUY,EURUSD.pro,0.012865,1.0443500000000001,1.04366,0,0,-0.89
131126997,2025-02-19 17:31:19,BUY,EURUSD.pro,0.01608,1.04373,1.04361,0,0,-0.19
131131165,2025-02-19 17:31:20,BUY,EURUSD.pro,0.019297,1.0431599999999999,1.04353,0,0,0.71
131132699,2025-02-19 17:31:21,BUY,EURUSD.pro,0.022512,1.04266,1.0435,0,0,1.89
131134753,2025-02-19 17:31:22,BUY,EURUSD.pro,0.025728,1.0421099999999999,1.04349,0,0,3.55
131171142,2025-02-20 02:50:56,BUY,EURUSD.pro,0.00332,1.04225,1.04276,0,0,0.17
131170511,2025-02-20 03:42:09,SELL,EURUSD.pro,0.00332,1.04226,1.04211,0,0,0.05
131171876,2025-02-20 03:42:09,SELL,EURUSD.pro,0.006638,1.04279,1.04211,0,0,0.45
131175079,2025-02-20 04:10:01,BUY,EURUSD.pro,0.003246,1.04228,1.04279,0,0,0.17
131176585,2025-02-20 06:31:03,SELL,EURUSD.pro,0.003247,1.04269,1.04255,0,0,0.05
131177700,2025-02-20 06:31:04,SELL,EURUSD.pro,0.006492,1.04324,1.04255,0,0,0.45
131182835,2025-02-20 08:59:19,SELL,EURUSD.pro,0.003193,1.04302,1.04251,0,0,0.16
131177322,2025-02-20 10:03:33,BUY,EURUSD.pro,0.003247,1.04331,1.04349,0,0,0.06
131179998,2025-02-20 10:03:33,BUY,EURUSD.pro,0.006492,1.04276,1.04347,0,0,0.46
131188053,2025-02-20 10:39:53,SELL,EURUSD.pro,0.003193,1.04289,1.04309,0,0,-0.06
131189347,2025-02-20 10:39:54,SELL,EURUSD.pro,0.006381,1.0434,1.04309,0,0,0.2
131189909,2025-02-20 10:39:55,SELL,EURUSD.pro,0.009572,1.04393,1.0431000000000001,0,0,0.79
131191932,2025-02-20 12:09:45,BUY,EURUSD.pro,0.003191,1.0439,1.04403,0,0,0.04
131192279,2025-02-20 12:09:46,BUY,EURUSD.pro,0.006381,1.04335,1.04403,0,0,0.43
131193880,2025-02-20 13:48:10,SELL,EURUSD.pro,0.003191,1.04301,1.04322,0,0,-0.07
131194198,2025-02-20 13:48:12,SELL,EURUSD.pro,0.006381,1.04358,1.04324,0,0,0.22
131195774,2025-02-20 13:48:12,SELL,EURUSD.pro,0.009572,1.0441099999999999,1.04327,0,0,0.8
131200217,2025-02-20 13:48:36,BUY,EURUSD.pro,0.006381,1.04355,1.04318,0,0,-0.24
131196497,2025-02-20 13:48:37,BUY,EURUSD.pro,0.003191,1.04412,1.04318,0,0,-0.3
131315076,2025-02-24 02:37:51,SELL,EURUSD.pro,0.003453,1.04979,1.04929,0,0,0.17
131316148,2025-02-24 02:57:08,BUY,EURUSD.pro,0.003453,1.05011,1.05063,0,0,0.18
131318120,2025-02-24 03:30:56,SELL,EURUSD.pro,0.003453,1.05063,1.05048,0,0,0.05
131319515,2025-02-24 03:30:57,SELL,EURUSD.pro,0.006907,1.05115,1.05048,0,0,0.46
131320912,2025-02-24 03:43:44,BUY,EURUSD.pro,0.003453,1.05103,1.05154,0,0,0.18
131325333,2025-02-24 04:40:07,BUY,EURUSD.pro,0.003453,1.05198,1.05251,0,0,0.18
131322519,2025-02-24 06:06:47,SELL,EURUSD.pro,0.003453,1.05185,1.05167,0,0,0.06
131325950,2025-02-24 06:06:48,SELL,EURUSD.pro,0.006907,1.05233,1.05165,0,0,0.47
131334879,2025-02-24 08:23:51,SELL,EURUSD.pro,0.003453,1.05119,1.05099,0,0,0.07
131335925,2025-02-24 08:23:52,SELL,EURUSD.pro,0.006908,1.05171,1.05105,0,0,0.46
131337512,2025-02-24 08:46:26,SELL,EURUSD.pro,0.003453,1.05089,1.05029,0,0,0.21
131340836,2025-02-24 09:19:37,SELL,EURUSD.pro,0.003448,1.0513,1.05079,0,0,0.18
131342179,2025-02-24 09:39:15,SELL,EURUSD.pro,0.003447,1.04971,1.0492,0,0,0.18
131348712,2025-02-24 11:00:24,SELL,EURUSD.pro,0.003448,1.04788,1.04775,0,0,0.04
131349436,2025-02-24 11:00:25,SELL,EURUSD.pro,0.006895,1.04844,1.04788,0,0,0.39
131350047,2025-02-24 11:25:05,SELL,EURUSD.pro,0.003448,1.04788,1.04776,0,0,0.04
131350634,2025-02-24 11:25:06,SELL,EURUSD.pro,0.006895,1.04845,1.0477,0,0,0.52
131352547,2025-02-24 13:21:29,SELL,EURUSD.pro,0.003448,1.04709,1.04705,0,0,0.01
131355120,2025-02-24 13:21:30,SELL,EURUSD.pro,0.006895,1.04777,1.04705,0,0,0.5
131329412,2025-02-24 19:38:58,BUY,EURUSD.pro,0.003453,1.05242,1.0483,0,0,-1.42
131330626,2025-02-24 19:38:59,BUY,EURUSD.pro,0.006907,1.05188,1.04829,0,0,-2.48
131333349,2025-02-24 19:39:00,BUY,EURUSD.pro,0.010361,1.0514,1.0482600000000002,0,0,-3.25
131337956,2025-02-24 19:39:00,BUY,EURUSD.pro,0.013815,1.0508600000000001,1.0482799999999999,0,0,-3.56
131339296,2025-02-24 19:39:01,BUY,EURUSD.pro,0.017269,1.0501699999999998,1.0482799999999999,0,0,-3.26
131342567,2025-02-24 19:39:02,BUY,EURUSD.pro,0.020686,1.0494299999999999,1.04827,0,0,-2.4
131343904,2025-02-24 19:39:02,BUY,EURUSD.pro,0.024133,1.0488899999999999,1.04827,0,0,-1.5
131345729,2025-02-24 19:39:03,BUY,EURUSD.pro,0.027582,1.04824,1.04827,0,0,0.08
131346622,2025-02-24 19:39:04,BUY,EURUSD.pro,0.031028,1.0476400000000001,1.0482600000000002,0,0,1.92
131351985,2025-02-24 19:39:04,BUY,EURUSD.pro,0.034476,1.0470300000000001,1.04823,0,0,4.14
131357730,2025-02-24 19:39:05,BUY,EURUSD.pro,0.037923,1.04657,1.0482399999999998,0,0,6.33
131367919,2025-02-24 19:39:06,BUY,EURUSD.pro,0.041372,1.04602,1.04823,0,0,9.14
131369994,2025-02-24 19:39:06,BUY,EURUSD.pro,0.044819,1.04545,1.04823,0,0,12.46
131396413,2025-02-25 04:15:23,BUY,EURUSD.pro,0.003915,1.04639,1.04689,0,0,0.2
131402635,2025-02-25 08:28:45,BUY,EURUSD.pro,0.003405,1.04747,1.04795,0,0,0.16
131395325,2025-02-25 09:59:06,SELL,EURUSD.pro,0.003915,1.04603,1.04651,0,0,-0.19
131398882,2025-02-25 09:59:07,SELL,EURUSD.pro,0.00681,1.0466,1.04651,0,0,0.06
131401329,2025-02-25 09:59:08,SELL,EURUSD.pro,0.010215,1.0470700000000002,1.0465499999999999,0,0,0.53
131406624,2025-02-25 09:59:09,SELL,EURUSD.pro,0.01362,1.04756,1.04656,0,0,1.36
131411379,2025-02-25 10:07:08,BUY,EURUSD.pro,0.003405,1.04764,1.0469,0,0,-0.25
131411786,2025-02-25 10:07:09,BUY,EURUSD.pro,0.00681,1.04699,1.04696,0,0,-0.02
131415545,2025-02-25 10:07:09,BUY,EURUSD.pro,0.010216,1.04645,1.04692,0,0,0.48
131416382,2025-02-25 10:07:10,BUY,EURUSD.pro,0.013621,1.04575,1.04691,0,0,1.58
131417792,2025-02-25 10:13:10,BUY,EURUSD.pro,0.003405,1.04723,1.04774,0,0,0.17
131419406,2025-02-25 10:31:18,SELL,EURUSD.pro,0.003405,1.04712,1.04659,0,0,0.18
131421692,2025-02-25 10:47:25,BUY,EURUSD.pro,0.00339,1.04634,1.04683,0,0,0.17
131423799,2025-02-25 11:50:17,SELL,EURUSD.pro,0.00339,1.04709,1.04697,0,0,0.04
131424852,2025-02-25 11:50:18,SELL,EURUSD.pro,0.006781,1.04766,1.04696,0,0,0.47
131424639,2025-02-25 13:13:07,BUY,EURUSD.pro,0.00339,1.04761,1.04749,0,0,-0.04
131426661,2025-02-25 13:13:07,BUY,EURUSD.pro,0.006781,1.04712,1.04749,0,0,0.25
131428820,2025-02-25 13:13:08,BUY,EURUSD.pro,0.01017,1.04665,1.04748,0,0,0.84
131428336,2025-02-25 19:02:14,SELL,EURUSD.pro,0.00339,1.04679,1.0495,0,0,-0.92
131430108,2025-02-25 19:02:15,SELL,EURUSD.pro,0.006781,1.0473,1.0495,0,0,-1.49
131430955,2025-02-25 19:02:15,SELL,EURUSD.pro,0.01017,1.0478200000000002,1.04953,0,0,-1.74
131432095,2025-02-25 19:02:16,SELL,EURUSD.pro,0.013559,1.0483399999999998,1.0495100000000002,0,0,-1.59
131433030,2025-02-25 19:02:17,SELL,EURUSD.pro,0.01695,1.04885,1.04951,0,0,-1.12
131434688,2025-02-25 19:02:18,SELL,EURUSD.pro,0.02034,1.04941,1.04951,0,0,-0.2
131436653,2025-02-25 19:02:19,SELL,EURUSD.pro,0.023729,1.0499200000000002,1.0494899999999998,0,0,1.02
131442346,2025-02-25 19:02:19,SELL,EURUSD.pro,0.027119,1.05046,1.04945,0,0,2.74
131451991,2025-02-25 19:02:20,SELL,EURUSD.pro,0.030509,1.0511700000000002,1.0494400000000002,0,0,5.28
131454553,2025-02-25 19:02:21,SELL,EURUSD.pro,0.033899,1.0516699999999999,1.04948,0,0,7.42
131485864,2025-02-26 03:02:52,SELL,EURUSD.pro,0.003422,1.05241,1.05189,0,0,0.18
131488808,2025-02-26 03:32:11,SELL,EURUSD.pro,0.003422,1.0522,1.05167,0,0,0.18
131494295,2025-02-26 06:46:13,SELL,EURUSD.pro,0.003422,1.05056,1.05006,0,0,0.17
131499676,2025-02-26 08:20:36,SELL,EURUSD.pro,0.003422,1.04941,1.0489,0,0,0.17
131487028,2025-02-26 10:25:17,BUY,EURUSD.pro,0.003422,1.05233,1.05075,0,0,-0.54
131487920,2025-02-26 10:25:18,BUY,EURUSD.pro,0.006844,1.05186,1.05075,0,0,-0.76
131490713,2025-02-26 10:25:19,BUY,EURUSD.pro,0.010266,1.0512899999999998,1.05075,0,0,-0.55
131492469,2025-02-26 10:25:20,BUY,EURUSD.pro,0.013688,1.0507199999999999,1.05076,0,0,0.05
131494946,2025-02-26 10:25:21,BUY,EURUSD.pro,0.01711,1.05021,1.05074,0,0,0.91
131498703,2025-02-26 10:25:22,BUY,EURUSD.pro,0.020531,1.04972,1.05076,0,0,2.14
131501503,2025-02-26 10:25:23,BUY,EURUSD.pro,0.023953,1.04921,1.05076,0,0,3.71
131504539,2025-02-26 10:45:44,SELL,EURUSD.pro,0.003422,1.04917,1.04979,0,0,-0.21
131505467,2025-02-26 10:45:45,SELL,EURUSD.pro,0.006844,1.04968,1.04979,0,0,-0.08
131508891,2025-02-26 10:45:45,SELL,EURUSD.pro,0.010266,1.05022,1.04979,0,0,0.44
131510103,2025-02-26 10:45:46,SELL,EURUSD.pro,0.013688,1.05086,1.0498,0,0,1.45
131513877,2025-02-26 12:13:10,SELL,EURUSD.pro,0.003422,1.04987,1.04938,0,0,0.17
131518389,2025-02-26 12:40:21,SELL,EURUSD.pro,0.006807,1.04978,1.04984,0,0,-0.04
131517071,2025-02-26 12:40:22,SELL,EURUSD.pro,0.003403,1.04924,1.04984,0,0,-0.2
131512817,2025-02-26 12:40:23,BUY,EURUSD.pro,0.003422,1.04995,1.04978,0,0,-0.06
131516400,2025-02-26 12:40:23,BUY,EURUSD.pro,0.006807,1.04943,1.04978,0,0,0.24
131568984,2025-02-27 02:59:28,SELL,EURUSD.pro,0.003547,1.04824,1.04775,0,0,0.17
131571666,2025-02-27 04:07:06,SELL,EURUSD.pro,0.003547,1.04778,1.04762,0,0,0.06
131573166,2025-02-27 04:07:06,SELL,EURUSD.pro,0.007096,1.04829,1.04764,0,0,0.46
131574112,2025-02-27 05:49:31,SELL,EURUSD.pro,0.003547,1.04749,1.04691,0,0,0.21
131580243,2025-02-27 06:36:02,SELL,EURUSD.pro,0.003546,1.04669,1.04618,0,0,0.18
131568037,2025-02-27 09:30:34,BUY,EURUSD.pro,0.003547,1.04829,1.04739,0,0,-0.32
131569863,2025-02-27 09:30:34,BUY,EURUSD.pro,0.007095,1.04776,1.04738,0,0,-0.27
131575911,2025-02-27 09:30:35,BUY,EURUSD.pro,0.010643,1.0472899999999998,1.0473700000000001,0,0,0.09
131578443,2025-02-27 09:30:36,BUY,EURUSD.pro,0.014192,1.0466499999999999,1.04739,0,0,1.05
131582216,2025-02-27 09:30:36,BUY,EURUSD.pro,0.017731,1.0461399999999998,1.0473700000000001,0,0,2.18
131594195,2025-02-27 10:52:55,BUY,EURUSD.pro,0.003526,1.04766,1.04782,0,0,0.06
131595581,2025-02-27 10:52:55,BUY,EURUSD.pro,0.007053,1.04714,1.0478,0,0,0.47
131597932,2025-02-27 11:54:03,BUY,EURUSD.pro,0.003508,1.04824,1.0484,0,0,0.06
131598534,2025-02-27 11:54:03,BUY,EURUSD.pro,0.007016,1.0477,1.0484,0,0,0.49
131602427,2025-02-27 12:59:27,BUY,EURUSD.pro,0.003507,1.04757,1.04809,0,0,0.18
